Unnamed: 0,url,date,speech_id,sentence_id,label,sentence_text,Kodierung,Kommentar,Manually Checked
23,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_3021,2023-06-01,28201,30,,A family member .,0,,
24,https://ec.europa.eu/commission/presscorner/detail/en/speech_91_128,1991-11-26,24441,58,,Any singling out of a particular subject - for instance agriculture - can not but be detrimental for the search of a satisfactory final package .,0,,
25,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_5486,2016-04-05,61,36,,One way forward is to promote quality apprenticeships and traineeships as a stepping stone to quality employment .,0,,
26,https://ec.europa.eu/commission/presscorner/detail/en/speech_09_364,2009-09-07,7200,18,,These values are fundamental to overcome the crisis .,0,,
27,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_790,2012-11-08,334,45,,The Commission has proposed six fields that are considered the most promising for new KICs and the creation of new businesses .,0,,
28,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_218,2012-03-23,11194,47,,"If we do that , we can push this scientific transformation — and all see the benefit .",0,,
29,https://ec.europa.eu/commission/presscorner/detail/en/speech_19_7268,2019-09-26,11822,2,,"Throughout my mandate , I have been a great supporter of art festivals .",0,,
30,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_156,1995-09-06,527,22,,"Furthermore , the Commission has prepared a Communication on gender issues in development .",0,,
31,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_684,2012-10-04,9461,22,,"Last but not least , the region is also thought to be rich of minerals such as iron , zinc , copper , diamonds , gold and rare earths .",0,,
32,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_595,2013-07-02,1302,57,,Just financing separate small - scale projects would not give the necessary leverage and coherence .,0,,
33,https://ec.europa.eu/commission/presscorner/detail/en/speech_15_7794,2015-11-19,16079,29,,"In politics , perception can often become reality , no matter how ill - founded those opinions might be .",0,,
34,https://ec.europa.eu/commission/presscorner/detail/en/speech_97_158,1997-07-11,4167,98,,"More room should be given to using financial engineering techniques not only to give greater support to those who need it most , but also to better mobilize synergies between public and private funding .",0,,
35,https://ec.europa.eu/commission/presscorner/detail/en/speech_17_87,2017-01-18,26560,17,,"I am confident that space will be found for the winterised UNHCR tents , financed by the European Union , to be set up as a temporary , humanitarian action .",0,,
36,https://ec.europa.eu/commission/presscorner/detail/en/speech_05_343,2005-06-10,2070,26,,"For me better regulation is about assessing whether legislation is necessary and where it is , ensuring that only high quality rules are adopted .",0,,
37,https://ec.europa.eu/commission/presscorner/detail/en/speech_01_434,2001-10-04,10391,85,,"The Commission has just issued a Green Paper on what rules there should be on how businesses conduct themselves when trading with consumers , and how these rules should be enforced .",0,,
38,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_953,2013-11-21,15390,20,,The gross value of world exports in 2012 represented a quarter of the world GDP .,0,,
39,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_3284,2021-06-29,25142,35,,I warmly congratulate EFORT for its 30 - year Anniversary .,0,,
40,https://ec.europa.eu/commission/presscorner/detail/en/speech_93_141,1993-11-29,9021,52,,LET ME TAKE THIS OPPORTUNITY TO MAKE CLEAR THAT THE COMMISSION HAS NEVER RECOMMENDED A GENERAL CUT IN WORKING HOURS AS A CURE FOR OUR PROBLEMS .,0,,
41,https://ec.europa.eu/commission/presscorner/detail/en/speech_08_120,2008-03-04,7991,46,,"We propose to strengthen the independence of national regulators and to give them , on an optional basis , the additional remedy of functional separation of incumbents ' networks and services to tackle persistent competition problems where needed .",0,,
42,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_590,2013-07-01,24846,3,,This morning Croatians have woken up for the first time as citizens of the European Union – after a fantastic celebration last night !,0,,
43,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_355,2013-04-23,26476,64,,So please give me your ideas .,0,,
44,https://ec.europa.eu/commission/presscorner/detail/en/speech_06_417,2006-06-26,7039,31,,Portugal is one of these .,0,,
45,https://ec.europa.eu/commission/presscorner/detail/en/speech_06_627,2006-10-25,2094,25,,The Commission hopes that they will facilitate a rapid vote in the European Parliament and the acceptance of the Common Position .,0,,
46,https://ec.europa.eu/commission/presscorner/detail/en/speech_90_4,1990-01-26,3887,30,,COMMENT POURRAIT -ON ENVISAGER DES ACTIONS COMMUNES A L'EXTÉRIEUR SI LA COMMUNAUTÉ N'ARRIVAIT PAS A ACHEVER CET ESPACE ÉCONOMIQUE UNI A L'INTÉRIEUR ?,0,,
47,https://ec.europa.eu/commission/presscorner/detail/en/speech_94_65,1994-06-08,654,40,,Europe and Japan are two superpowers with a strong cultural heritage .,0,,
48,https://ec.europa.eu/commission/presscorner/detail/en/speech_93_68,1993-06-04,24270,12,,"The common element in these diverse initiatives is the establishment of a structural relationship , based on partnership rather than traditional "" third country "" status .",0,,
49,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_3203,2016-09-27,11756,37,,Thank you .,0,,
50,https://ec.europa.eu/commission/presscorner/detail/en/speech_18_4043,2018-11-12,12455,101,,That 's why the Commission launched the proposal for transparent and predictable working conditions .,0,,
51,https://ec.europa.eu/commission/presscorner/detail/en/speech_05_64,2005-02-02,2004,47,,"I plan to present , this spring , the Commission 's proposed strategy in the form of a Green Paper , that will be the basis for public consultation over the summer and form the input for a Communication on our final policy programme , planned for the autumn .",0,,
52,https://ec.europa.eu/commission/presscorner/detail/en/speech_02_125,2002-03-21,25988,97,,All of this has resulted in unrivalled economic growth and job creation .,0,,
53,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_229,1995-11-01,23549,56,,"In terms of destinations they still favour those related to culture and history , notably interesting cities .",0,,
54,https://ec.europa.eu/commission/presscorner/detail/en/speech_18_6084,2018-10-09,27764,17,,"They are all currently being used to support projects to improve air quality , or the ecological restauration of mining sites and degraded land , modernization of energy system and energy efficiency projects , industrial parks , workers up and re-skilling , social centres for the youth and the ederly .",0,,
55,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_5164,2022-08-28,28136,36,,"When Covid came , we were among Europe 's first responders , starting in the first weeks , and eventually mobilising over 22 billion euros , to support healthcare , from masks to ventilators , and to support small businesses and employees , helping them stay afloat .",0,,
56,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_2253,2021-03-18,11846,35,,"An ageing society and high levels of debt are not conducive to high economic growth or to a normalisation in the level of interest rates , which points to continued headwinds for the banking sector 's profitability .",0,,
57,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_611,2012-09-17,6862,56,,His task is to make sure that everyone respects the rules of the game and that no player or team enjoys an unfair advantage .,0,,
58,https://ec.europa.eu/commission/presscorner/detail/en/speech_10_514,2010-10-05,7223,1,,"SPEECH/10/514 José Manuel Durão Barroso President of the European Commission Opening remarks by President Barroso on the occasion of Open Days 2010 – European Week of Regions and Cities Video message Brussels , 4th October 2010 Ladies and gentlemen , Friends , I really wanted to take part in the 2010 Open Days as I have done in previous years .",0,,
59,https://ec.europa.eu/commission/presscorner/detail/en/speech_17_788,2017-03-28,14396,6,,This is possible only thanks to the ambitious and complex reform path undertaken by the Georgian government and by the Georgian people .,0,,
60,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_2534,2020-12-24,14414,48,,I will now convene the College .,0,,
61,https://ec.europa.eu/commission/presscorner/detail/en/speech_07_492,2007-07-17,2044,113,,It is a real challenge to get everyone singing and acting from the same hymn sheet .,0,,
62,https://ec.europa.eu/commission/presscorner/detail/en/speech_09_255,2009-05-19,5019,41,,"The Commission is therefore exploring the possibility of launching a "" Clean ship "" initiative .",0,,
63,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_4674,2021-09-10,13374,29,,"Earlier this week , we reacted in a cool and calm manner to the UK 's statement regarding the continuation of existing grace periods .",0,,
64,https://ec.europa.eu/commission/presscorner/detail/en/speech_97_69,1997-03-21,23016,123,,If effective measures could be agreed at EU level this would surely also help renewables to penetrate the market in those Member States where no specific measures have been introduced .,0,,
65,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_592,2012-09-10,11171,18,,"Today , almost one billion people around the world actively use Facebook , to share photos , videos , and ideas .",0,,
66,https://ec.europa.eu/commission/presscorner/detail/en/speech_93_74,1993-06-15,25670,27,,"Indeed , I welcome their participation in preparations for this Conference and am pleased to see so many represented in Vienna today .",0,,
67,https://ec.europa.eu/commission/presscorner/detail/en/speech_09_273,2009-05-27,7735,62,,Going beyond what M De Larosiere had envisaged we are now proposing in this communication the creation of a coordinating or steering group among the three Authorities .,0,,
68,https://ec.europa.eu/commission/presscorner/detail/en/speech_01_367,2001-09-05,13157,100,,And we give strong financial support to their implementation .,0,,
69,https://ec.europa.eu/commission/presscorner/detail/en/speech_02_477,2002-10-14,10423,63,,"To conclude , the Action Plan is not revolutionary .",0,,
70,https://ec.europa.eu/commission/presscorner/detail/en/speech_15_4584,2015-03-09,2646,33,,No fewer than ten euro area countries received recommendations in this field last year – as well as the euro area as a whole – in particular concerning professional services and retail .,0,,
71,https://ec.europa.eu/commission/presscorner/detail/en/speech_19_7101,2019-05-17,23964,22,,"For example , the water management sector is the most investment - heavy environmental sector in the Cohesion Policy .",0,,
72,https://ec.europa.eu/commission/presscorner/detail/en/speech_09_580,2009-12-11,7265,3,,Tack s å mycket Fredrik !!!,0,,
73,https://ec.europa.eu/commission/presscorner/detail/en/speech_17_6017,2017-12-13,699,7,,"So with this in mind , what has been achieved today ?",0,,
74,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_1528,2023-03-07,606,117,,"Let us therefore join forces for the climate , for our economies and to end our dangerous dependencies .",0,,
75,https://ec.europa.eu/commission/presscorner/detail/en/speech_11_276,2011-04-14,11545,39,,"This is somewhat lower than the comparable figure for the US , which would include states and local governments .",0,,
76,https://ec.europa.eu/commission/presscorner/detail/en/speech_07_499,2007-09-03,12919,9,,Mandelson offers his assessment of the recent debate on anti-dumping duties on energy - saving light bulbs as an example of the complex problems thrown up by globalisation in Europe .,0,,
77,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_527,2003-11-10,1115,37,,The ESF is also the only fund to have the individual as its main focus and objective .,0,,
78,https://ec.europa.eu/commission/presscorner/detail/en/speech_89_27,1989-04-10,587,8,,"With respect to economic systems this means those based on personal initiative , incentives , rewards and private property .",0,,
79,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_246,1995-11-16,5256,20,,Europe is becoming more open to the outside world and less keen to overregulate at home .,0,,
80,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_369,2000-10-11,27426,119,,We have concluded a Free Trade and Political Agreement with Mexico and seek similar agreements elsewhere in Latin America .,0,,
81,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_560,2003-11-21,8961,16,,"Throughout Europe , there is a general consensus that improving energy efficiency is an essential part of energy supply policies .",0,,
82,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_3327,2016-10-05,27763,51,,This would mean a long term vision and predictability for all stakeholders .,0,,
83,https://ec.europa.eu/commission/presscorner/detail/en/speech_10_616,2010-11-04,11119,73,,ConclusionIt is a digital society that enables a full - functioning ICT - based economy .,0,,
84,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_1283,2016-04-06,25535,6,,"Energy security , solidarity and trust constitute a key dimension of our framework strategy of 25 February 2015 .",0,,
85,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_311,2000-09-15,9696,57,,"We have assessed them in a number of well known cases in the past , such as Bertelsmann / Kirch .",0,,
86,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_187,2003-04-09,5527,69,,The prospect of enlargement gave direction to the reform process in central and eastern Europe .,0,,
87,https://ec.europa.eu/commission/presscorner/detail/en/speech_17_5504,2017-06-19,2592,46,,"For some , there might be sufficient evidence to warrant conviction and imprisonment .",0,,
88,https://ec.europa.eu/commission/presscorner/detail/en/speech_05_16,2005-01-14,7044,31,,"In this context , countries such as Australia , Canada , and only a short time ago the USA , have all been developing ocean integrated policies in recent years .",0,,
89,https://ec.europa.eu/commission/presscorner/detail/en/speech_17_5957,2017-11-24,5879,47,,Also in the contact with others .,0,,
90,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_274,1995-12-07,28583,155,,"In other cases , recourse to the Court is not always necessary , as changes are introduced when the Commission points out the level playing field implications of national measures .",0,,
91,https://ec.europa.eu/commission/presscorner/detail/en/speech_01_105,2001-03-07,8946,33,,We can not ignore the EU 's growing dependence on imports .,0,,
92,https://ec.europa.eu/commission/presscorner/detail/en/speech_97_5,1997-01-15,23539,22,,"Guides and Factsheets are also available on the Internet , where Citizens First has a World Wide Web site on the Europa server ( http://citizens.eu.int).",0,,
93,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_3783,2023-07-08,779,56,,They will have a competitive advantage as demand for deforestation - free products is growing .,0,,
94,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_61,2021-01-11,25134,23,,We have spoken a lot about the links between biodiversity loss and COVID .,0,,
95,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_8177,2022-06-21,8149,54,,But we know that public money will not be enough .,0,,
96,https://ec.europa.eu/commission/presscorner/detail/en/speech_04_244,2004-05-12,4446,12,,"A project on a scale this size never could be , and I know that dairy farmers here in particular , are concerned about competition from lower - cost producers in the new countries .",0,,
97,https://ec.europa.eu/commission/presscorner/detail/en/speech_18_3895,2018-09-21,1620,51,,"We proposed an InvestEU fund , which would use 15 billion euros from the European budget to support 650 billion euros of investment .",0,,
98,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_5482,2023-11-01,12164,18,,"Third , we need strong international governance on AI : the wider we can align and collaborate , the more effective we can be .",0,,
99,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_2620,2020-02-27,23833,21,,"This is a symbol of our rock hard commitment to you , our partners in the Sahel .",0,,
100,https://ec.europa.eu/commission/presscorner/detail/en/speech_05_268,2005-05-04,9635,4,,"The EU also has contributed to the discussion actively : I also remind you that the EU has given up its own method for the calculation of AVEs , which was based on the IDB import value filtered only by TRQs .",0,,
101,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_27,1995-03-09,24443,91,,"Access to the open spaces of the hills and mountains is essentially a public good , with the benefits frequently not accruing to those who bear the costs of access provision .",0,,
102,https://ec.europa.eu/commission/presscorner/detail/en/speech_02_220,2002-05-22,25876,51,,"Coordination must be continuous , not limited to exceptional circumstances , and it must cover both fiscal and structural aspects .",0,,
103,https://ec.europa.eu/commission/presscorner/detail/en/speech_96_59,1996-03-04,24013,117,,"The 1995 Community wine harvest , provisionally estimated at 150 million hl is around this level for the third year running , considerably less than it was in 1992 or even in 1993 , when the harvest was relatively modest .",0,,
104,https://ec.europa.eu/commission/presscorner/detail/en/speech_08_56,2008-02-05,9690,101,,"This is why I have proposed an increase in the rate of compulsory modulation , to start from 2009 .",0,,
105,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_3229,2022-05-20,23986,45,,The post - pandemic recovery has not been easy but we are determined .,0,,
106,https://ec.europa.eu/commission/presscorner/detail/en/speech_10_147,2010-04-08,28303,54,,"Yesterday , the European Commission also issued a new Communication on the social and economic integration of Roma in Europe .",0,,
107,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_137,2003-03-17,27319,49,,Thank you Chairman .,0,,
108,https://ec.europa.eu/commission/presscorner/detail/en/speech_11_539,2011-07-19,28280,96,,The current situation does n't help traders and consumers take advantage of the huge benefits of Europe 's single market .,0,,
109,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_567,2012-07-19,1693,63,,"We need to support business training for women to make sure that talented entrepreneurs are given a chance , that women 's economic empowerment is a core part of what we do .",0,,
110,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_7954,2021-11-12,24045,95,,"We need to give industry a stable and predictable environment so they can make long term business decisions , based on trust .",0,,
111,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_182,2013-03-04,24814,16,,Youth unemployment in the European Union is more than twice as high as the rate for workers in general in most Member States and has significantly increased over the last four years .,0,,
112,https://ec.europa.eu/commission/presscorner/detail/en/speech_19_7179,2019-06-24,16125,48,,"For this potential to be realised , the final National Energy and Climate Plans will have to be solid , robust , detailed and credible .",0,,
113,https://ec.europa.eu/commission/presscorner/detail/en/speech_02_302,2002-06-25,10424,11,,Due to fostering the development of new technology suppliers and innovation specialists .,0,,
114,https://ec.europa.eu/commission/presscorner/detail/en/speech_89_52,1989-07-17,25310,1,,"BY SIR LEAN BRITTAN TO THE ENGLISH SPEAKING UNION , LOUVAIN , 17 JULY 1989 : EUROPE'S CULTURE - VIVE LA DIFFERENCE",0,,
115,https://ec.europa.eu/commission/presscorner/detail/en/speech_07_627,2007-10-15,6946,97,,"The Eurogroup , where euro area finance ministers meet every month , is already beginning to develop a common understanding on a number of policy issues , including fiscal policy , and awareness is growing of the specific economic challenges that face the euro area .",0,,
116,https://ec.europa.eu/commission/presscorner/detail/en/speech_04_71,2004-02-12,10541,63,,We need to develop context - aware summarising tools to mine huge volumes of contradictory data in natural language .,0,,
117,https://ec.europa.eu/commission/presscorner/detail/en/speech_08_191,2008-04-11,7924,80,,"Already , last year , Turkey showed the world the strength and maturity of its democracy .",0,,
118,https://ec.europa.eu/commission/presscorner/detail/en/speech_97_135,1997-06-09,24760,103,,"In conclusion , let me repeat something that is worth saying again and again .",0,,
119,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_27,2003-01-23,14850,36,,But the transition towards the new enlarged Europe can start from today .,0,,
120,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_3120,2022-05-16,12386,25,,"And again , to assure you that the European Union is here to help .",0,,
121,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_2149,2014-12-11,27207,45,,"Building trust and confidence in the online world , for example , is a top priority .",0,,
122,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_3622,2016-11-08,14587,52,,Further work according to the preliminary work plan agreed by the College would bring energy consumption savings by 2030 equal to one year 's primary energy consumption of Sweden .,0,,
123,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_232,2003-05-07,10565,83,,SMEs,0,,
124,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_197,2000-06-05,1057,24,,"It will urge them , where they have not yet done so , to ratify the ILO 's Worst Forms of Child Labour Convention , No. 182 .",0,,
125,https://ec.europa.eu/commission/presscorner/detail/en/speech_14_714,2014-10-23,14381,40,,"They have gone through extremely difficult circumstances but , in fact , they have seen their efforts recognised .",0,,
126,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_3453,2023-06-22,8370,23,,So financial providers would offer a wide range of different products and services .,0,,
127,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_839,2013-10-19,15804,16,,"Furthermore , we are supporting peace and ethnic reconciliation .",0,,
128,https://ec.europa.eu/commission/presscorner/detail/en/speech_18_3637,2018-05-15,25948,32,,"Who most often are our mothers , sisters , daughters .",0,,
129,https://ec.europa.eu/commission/presscorner/detail/en/speech_04_161,2004-03-29,4413,19,,I hope that we will be able to deliver until summer what we failed to deliver in Cancun : a framework for the modalities .,0,,
130,https://ec.europa.eu/commission/presscorner/detail/en/speech_10_83,2010-03-09,8071,33,,"First , the objective is to address large - scale infringements of intellectual property rights which have a significant commercial impact .",0,,
131,https://ec.europa.eu/commission/presscorner/detail/en/speech_08_145,2008-03-13,9577,108,,I 'm coming to the end of what I wanted to say .,0,,
132,https://ec.europa.eu/commission/presscorner/detail/en/speech_00_274,2000-07-18,11731,82,,I believe that it is important to address all these factors - and not only the potential risk and benefits for human health - in the risk analysis process for foods derived from GMOs .,0,,
133,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_4012,2023-07-26,478,34,,"We must support them to improve their productivity in a sustainable manner – for example , by encouraging mixed farming systems that combine livestock and crop production to achieve greater resilience through closed nutrient cycles .",0,,
134,https://ec.europa.eu/commission/presscorner/detail/en/speech_15_6896,2015-07-01,22841,11,,But addressing climate change is not only about saving our planet .,0,,
135,https://ec.europa.eu/commission/presscorner/detail/en/speech_04_227,2004-05-06,14812,12,,"Its issue of 12 February this year had a cover story under the title : "" China 's love affair with Europe "" .",0,,
136,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_278,1995-12-11,24521,162,,"If we have barriers to entrepreneurship , let 's remove them .",0,,
137,https://ec.europa.eu/commission/presscorner/detail/en/speech_90_35,1990-05-04,25350,53,,A further key implication of the development of the stronger Europe is our responsibility for the world trading system .,0,,
138,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_450,2013-05-23,26461,52,,"Third , public funding can also help open data .",0,,
139,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_7760,2021-09-14,12352,10,,"I am looking forward to hearing the President of the Robert Koch Institute and member of the Global Leaders Group on AMR , Professor Doctor Lothar Wieler , give us his perspective on the role of TATFAR in his keynote address this afternoon .",0,,
140,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_224,2023-01-14,26748,13,,Reduction of energy consumption is an essential element for us to get where we need to be .,0,,
141,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_428,2013-05-16,15858,11,,We should all welcome that .,0,,
142,https://ec.europa.eu/commission/presscorner/detail/en/speech_11_98,2011-02-10,5703,58,,"Beyond the public sector , there is a need to create a European market for energy efficiency .",0,,
143,https://ec.europa.eu/commission/presscorner/detail/en/speech_13_92,2013-02-01,26425,13,,And they can help EU governments spend taxpayers ' money more wisely and more effectively at a time when most public budgets need to be consolidated – including in all probability the EU budget .,0,,
144,https://ec.europa.eu/commission/presscorner/detail/en/speech_09_1,2009-01-08,11286,27,,Many people already compare the current situation to the great depression of the 1930s .,0,,
145,https://ec.europa.eu/commission/presscorner/detail/en/speech_88_91,1988-11-14,24425,139,,THE PUNTA DEL ESTE CONTRACT WAS DRAFTED WITH GREAT CARE AND WITH GREAT DIFFICULTY .,0,,
146,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_2424,2022-04-11,28178,18,,"All expenditure for such operations will be retroactively eligible from the date of the Russian invasion , enabling immediate mobilization of support , avoiding unnecessary bureaucracy .",0,,
147,https://ec.europa.eu/commission/presscorner/detail/en/speech_16_4770,2016-03-18,264,32,,"Premature mortality due to cardiovascular disease , cancer or chronic respiratory diseases between the ages of 50 and 65 contributes to a loss of 2.9 million productive life years .",0,,
148,https://ec.europa.eu/commission/presscorner/detail/en/speech_11_477,2011-06-24,8093,74,,This is why I believe so deeply that our Association Agreement comes at a critical juncture and may allow our two regions to make a leap forward to address this major threat .,0,,
149,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_1361,2021-03-24,25140,30,,And they want to be the drivers of this change .,0,,
150,https://ec.europa.eu/commission/presscorner/detail/en/speech_12_53,2012-02-02,15059,37,,This is not always easy .,0,,
151,https://ec.europa.eu/commission/presscorner/detail/en/speech_95_118,1995-06-12,24548,26,,When you look at the figures on Europe 's economic performance you will discover that there was not a rapid fall in world demand for European goods and services .,0,,
152,https://ec.europa.eu/commission/presscorner/detail/en/speech_02_463,2002-10-09,14755,34,,Direct foreign investment is flooding in : this proves that the markets have confidence .,0,,
153,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_261,2003-05-22,28242,66,,The learning process as such should be the focus of the research .,0,,
154,https://ec.europa.eu/commission/presscorner/detail/en/speech_18_5741,2018-09-11,25469,14,,"And I would like once again to pay tribute to the courage and leadership of Prime Ministers Tsipras and Zaev , who have acted in a spirit of openness and compromise in order to break a long - standing deadlock that served the interests of neither country .",0,,
155,https://ec.europa.eu/commission/presscorner/detail/en/speech_03_559,2003-11-20,9007,60,,Key messages for a successful roadmap to hydrogen Working in partnership with the industry,0,,
156,https://ec.europa.eu/commission/presscorner/detail/en/speech_11_511,2011-07-07,15067,15,,"Ukraine , Moldova , Belarus and South Caucasus countries already account for EU exports worth 25 billion euro per year .",0,,
157,https://ec.europa.eu/commission/presscorner/detail/en/speech_23_2689,2023-05-10,2851,19,,"We welcome your involvement in the EU Network of Youth Cancer Survivors , where you share your expertise with young survivors .",0,,
158,https://ec.europa.eu/commission/presscorner/detail/en/speech_94_110,1994-10-06,6358,65,,We have already heard mention of some of the existing efforts to facilitate trade and investment through the programmes of economic cooperation .,0,,
